genus,Substrate,name,seq.name,exp_ID,totalFunctionalAbun,relative_abun,cum_prop,stage,retting_type,rettingPeriod,treatment
Stenotrophomonas,Hemicellulose-Xyoglucan,Otu0015,SRR7969197,PRJNA494847,3812032,0.09756230361250005,0.5300254664600004,middle,dew,R5,High Moisture
Sphingobacterium,Hemicellulose-Xyoglucan,Otu0030,SRR7969197,PRJNA494847,3604440,0.09224934880741811,0.6222748152674185,middle,dew,R5,High Moisture
Chryseobacterium,Hemicellulose-Xyoglucan,Otu0018,SRR7969197,PRJNA494847,2501842,0.06403027802350672,0.68630509329092515,middle,dew,R5,High Moisture
Enterobacterales unclassified,Hemicellulose-Xyoglucan,Otu0002,SRR7969197,PRJNA494847,2177975.68,0.05574148500138542,0.7420465782923106,middle,dew,R5,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0005,SRR7969197,PRJNA494847,1305892,0.03342202578287247,0.775468604075183,middle,dew,R5,High Moisture
Rhizobiaceae unclassified,Hemicellulose-Xyoglucan,Otu0010,SRR7969197,PRJNA494847,1204000,0.030814277936137488,0.8062828820113206,middle,dew,R5,High Moisture
Pseudomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0008,SRR7969197,PRJNA494847,1058610,0.027093274722570188,0.8333761567338908,middle,dew,R5,High Moisture
Pedobacter,Hemicellulose-Xyoglucan,Otu0059,SRR7969197,PRJNA494847,893424,0.022865627450843605,0.8562417841847343,middle,dew,R5,High Moisture
Flavobacterium,Hemicellulose-Xyoglucan,Otu0066,SRR7969197,PRJNA494847,678000,0.017352226279652175,0.8735940104643866,middle,dew,R5,High Moisture
Enterobacteriaceae unclassified,Hemicellulose-Xyoglucan,Otu0009,SRR7969197,PRJNA494847,628620,0.01608843139220494,0.8896824418565914,middle,dew,R5,High Moisture
Stenotrophomonas,Pectin,Otu0015,SRR7969197,PRJNA494847,9530080,0.15871190634006266,0.15871190634006266,middle,dew,R5,High Moisture
Massilia,Pectin,Otu0014,SRR7969197,PRJNA494847,9509346,0.15836660675537345,0.3170785130954361,middle,dew,R5,High Moisture
Enterobacterales unclassified,Pectin,Otu0002,SRR7969197,PRJNA494847,6533927.04,0.10881461817794634,0.42589313127338246,middle,dew,R5,High Moisture
Sphingobacterium,Pectin,Otu0027,SRR7969197,PRJNA494847,6505110,0.10833470538041706,0.5342278366537995,middle,dew,R5,High Moisture
Chryseobacterium,Pectin,Otu0018,SRR7969197,PRJNA494847,4646278,0.07737811631863464,0.6116059529724341,middle,dew,R5,High Moisture
Sphingobacterium,Pectin,Otu0030,SRR7969197,PRJNA494847,3304070,0.055025272440631226,0.6666312254130654,middle,dew,R5,High Moisture
Rhizobiaceae unclassified,Pectin,Otu0010,SRR7969197,PRJNA494847,3010000,0.05012789379350316,0.7167591192065685,middle,dew,R5,High Moisture
Sphingomonadaceae unclassified,Pectin,Otu0005,SRR7969197,PRJNA494847,2611784,0.043496090021119885,0.7602552092276884,middle,dew,R5,High Moisture
Rhizobiaceae unclassified,Pectin,Otu0033,SRR7969197,PRJNA494847,2446356,0.04074108762428545,0.8009962968519739,middle,dew,R5,High Moisture
Pseudomonadaceae unclassified,Pectin,Otu0008,SRR7969197,PRJNA494847,2117220,0.03525972734135573,0.8362560241933296,middle,dew,R5,High Moisture
Flavobacterium,Pectin,Otu0066,SRR7969197,PRJNA494847,1423800,0.023711659529298938,0.8599676837226286,middle,dew,R5,High Moisture
Enterobacteriaceae unclassified,Pectin,Otu0009,SRR7969197,PRJNA494847,942930,0.015703353785617255,0.8756710375082458,middle,dew,R5,High Moisture
Erwiniaceae unclassified,Pectin,Otu0002,SRR7969197,PRJNA494847,843087.36,0.014040595893928559,0.8897116334021744,middle,dew,R5,High Moisture
Chryseobacterium,Cellulose,Otu0018,SRR7969198,PRJNA494847,35383194,0.23372985125699572,0.23372985125699572,middle,dew,R4,High Moisture
Sphingomonadaceae unclassified,Cellulose,Otu0004,SRR7969198,PRJNA494847,25645360,0.1694048925665701,0.40313474382356584,middle,dew,R4,High Moisture
Gammaproteobacteria unclassified,Cellulose,Otu0001,SRR7969198,PRJNA494847,19039968,0.1257718251376051,0.5289065689611709,middle,dew,R4,High Moisture
Pseudomonadaceae unclassified,Cellulose,Otu0001,SRR7969198,PRJNA494847,19039968,0.1257718251376051,0.654678394098776,middle,dew,R4,High Moisture
Sphingomonadaceae unclassified,Cellulose,Otu0003,SRR7969198,PRJNA494847,9534848,0.06298409930991711,0.7176624934086931,middle,dew,R4,High Moisture
Sphingomonas,Cellulose,Otu0004,SRR7969198,PRJNA494847,7693608,0.050821467769971033,0.7684839611786641,middle,dew,R4,High Moisture
Enterobacterales unclassified,Cellulose,Otu0002,SRR7969198,PRJNA494847,6463669.76,0.04269689648648285,0.811180857665147,middle,dew,R4,High Moisture
Sphingobacterium,Cellulose,Otu0027,SRR7969198,PRJNA494847,5228181,0.03453566027630663,0.8457165179414536,middle,dew,R4,High Moisture
Pseudomonadaceae unclassified,Cellulose,Otu0008,SRR7969198,PRJNA494847,4975467,0.03286631392983038,0.878582831871284,middle,dew,R4,High Moisture
Gammaproteobacteria unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969198,PRJNA494847,16924416,0.2666673595267742,0.26666735952677423,middle,dew,R4,High Moisture
Pseudomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969198,PRJNA494847,16924416,0.2666673595267742,0.5333347190535485,middle,dew,R4,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0004,SRR7969198,PRJNA494847,11836320,0.18649743665683635,0.7198321557103848,middle,dew,R4,High Moisture
Chryseobacterium,Hemicellulose-Galactomannan,Otu0018,SRR7969198,PRJNA494847,10109484,0.15928876981386958,0.8791209255242545,middle,dew,R4,High Moisture
Chryseobacterium,Hemicellulose-Xylan,Otu0018,SRR7969198,PRJNA494847,45492678,0.2247378738943901,0.2247378738943901,middle,dew,R4,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0004,SRR7969198,PRJNA494847,33536240,0.16567200717469308,0.39040988106908314,middle,dew,R4,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0003,SRR7969198,PRJNA494847,30988256,0.1530847396834954,0.5434946207525786,middle,dew,R4,High Moisture
Enterobacterales unclassified,Hemicellulose-Xylan,Otu0002,SRR7969198,PRJNA494847,12927339.52,0.06386220654751794,0.6073568273000965,middle,dew,R4,High Moisture
Sphingomonas,Hemicellulose-Xylan,Otu0004,SRR7969198,PRJNA494847,10060872,0.04970160215240792,0.6570584294525044,middle,dew,R4,High Moisture
Pseudomonadaceae unclassified,Hemicellulose-Xylan,Otu0008,SRR7969198,PRJNA494847,9950934,0.04915849865825439,0.7062169281107589,middle,dew,R4,High Moisture
Sphingobacterium,Hemicellulose-Xylan,Otu0027,SRR7969198,PRJNA494847,8962596,0.04427602106902489,0.7504929491797837,middle,dew,R4,High Moisture
Sphingomonas,Hemicellulose-Xylan,Otu0003,SRR7969198,PRJNA494847,7747064,0.03827118492087385,0.7887641341006576,middle,dew,R4,High Moisture
Stenotrophomonas,Hemicellulose-Xylan,Otu0015,SRR7969198,PRJNA494847,6909308,0.03413259579929545,0.822896729899953,middle,dew,R4,High Moisture
Enterobacteriaceae unclassified,Hemicellulose-Xylan,Otu0009,SRR7969198,PRJNA494847,5657580,0.027948948193100957,0.850845678093054,middle,dew,R4,High Moisture
Massilia,Hemicellulose-Xylan,Otu0014,SRR7969198,PRJNA494847,5557410,0.02745409948738174,0.8782997775804356,middle,dew,R4,High Moisture
Gammaproteobacteria unclassified,Hemicellulose-Xylan,Otu0001,SRR7969198,PRJNA494847,4231104,0.020902029930751704,0.8992018075111874,middle,dew,R4,High Moisture
Chryseobacterium,Hemicellulose-Xyoglucan,Otu0018,SRR7969198,PRJNA494847,35383194,0.25046458340011946,0.25046458340011946,middle,dew,R4,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0004,SRR7969198,PRJNA494847,21699920,0.15360573221897156,0.404070315619091,middle,dew,R4,High Moisture
Sphingobacterium,Hemicellulose-Xyoglucan,Otu0027,SRR7969198,PRJNA494847,20912724,0.14803346199954928,0.5521037776186403,middle,dew,R4,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0003,SRR7969198,PRJNA494847,16685984,0.11811392807503639,0.6702177056936767,middle,dew,R4,High Moisture
Sphingomonas,Hemicellulose-Xyoglucan,Otu0004,SRR7969198,PRJNA494847,6509976,0.04608171966569147,0.7162994253593682,middle,dew,R4,High Moisture
Enterobacterales unclassified,Hemicellulose-Xyoglucan,Otu0002,SRR7969198,PRJNA494847,6463669.76,0.045753934867337025,0.7620533602267052,middle,dew,R4,High Moisture
Enterobacteriaceae unclassified,Hemicellulose-Xyoglucan,Otu0009,SRR7969198,PRJNA494847,5657580,0.040047922687614014,0.8021012829143191,middle,dew,R4,High Moisture
Pseudomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0008,SRR7969198,PRJNA494847,4975467,0.035219496277697326,0.8373207791920165,middle,dew,R4,High Moisture
Sphingomonas,Hemicellulose-Xyoglucan,Otu0003,SRR7969198,PRJNA494847,4171496,0.029528482018759097,0.8668492612107757,middle,dew,R4,High Moisture
Massilia,Hemicellulose-Xyoglucan,Otu0014,SRR7969198,PRJNA494847,3890187,0.027537199335468714,0.8943864605462444,middle,dew,R4,High Moisture
Chryseobacterium,Pectin,Otu0018,SRR7969198,PRJNA494847,65711646,0.24193723816625487,0.2419372381662549,middle,dew,R4,High Moisture
Sphingomonadaceae unclassified,Pectin,Otu0004,SRR7969198,PRJNA494847,45372560,0.16705276040312075,0.4089899985693757,middle,dew,R4,High Moisture
Sphingomonadaceae unclassified,Pectin,Otu0003,SRR7969198,PRJNA494847,40523104,0.1491980259280663,0.558188024497442,middle,dew,R4,High Moisture
Enterobacterales unclassified,Pectin,Otu0002,SRR7969198,PRJNA494847,19391009.28,0.07139384745375908,0.6295818719512011,middle,dew,R4,High Moisture
Sphingomonas,Pectin,Otu0004,SRR7969198,PRJNA494847,13611768,0.05011582812093623,0.6796977000721374,middle,dew,R4,High Moisture
Sphingobacterium,Pectin,Otu0027,SRR7969198,PRJNA494847,11203245,0.0412481244770509,0.7209458245491882,middle,dew,R4,High Moisture
Sphingomonas,Pectin,Otu0003,SRR7969198,PRJNA494847,10130776,0.037299506482016576,0.7582453310312048,middle,dew,R4,High Moisture
Pseudomonadaceae unclassified,Pectin,Otu0008,SRR7969198,PRJNA494847,9950934,0.036637363932942466,0.7948826949641473,middle,dew,R4,High Moisture
Stenotrophomonas,Pectin,Otu0015,SRR7969198,PRJNA494847,8636635,0.03179837587617289,0.8266810708403202,middle,dew,R4,High Moisture
Enterobacteriaceae unclassified,Pectin,Otu0009,SRR7969198,PRJNA494847,8486370,0.031245129970674607,0.8579262008109948,middle,dew,R4,High Moisture
Massilia,Pectin,Otu0014,SRR7969198,PRJNA494847,7780374,0.0286457928243121,0.8865719936353069,middle,dew,R4,High Moisture
Gammaproteobacteria unclassified,Cellulose,Otu0001,SRR7969199,PRJNA494847,29511950.4,0.2625562982764851,0.2625562982764851,early,dew,R3,High Moisture
Sphingomonadaceae unclassified,Cellulose,Otu0004,SRR7969199,PRJNA494847,23080824,0.205341078053962,0.4678973763304471,early,dew,R3,High Moisture
Sphingomonas,Cellulose,Otu0004,SRR7969199,PRJNA494847,17951752,0.15970972737530378,0.6276071037057509,early,dew,R3,High Moisture
Pseudomonadaceae unclassified,Cellulose,Otu0001,SRR7969199,PRJNA494847,16183972.8,0.14398248615162085,0.7715895898573717,early,dew,R3,High Moisture
Sphingomonadaceae unclassified,Cellulose,Otu0003,SRR7969199,PRJNA494847,11918560,0.10603477411598604,0.8776243639733577,early,dew,R3,High Moisture
Gammaproteobacteria unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969199,PRJNA494847,26232844.8,0.42512332100670924,0.42512332100670924,early,dew,R3,High Moisture
Pseudomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969199,PRJNA494847,14385753.6,0.2331321437778728,0.6582554647845821,early,dew,R3,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0004,SRR7969199,PRJNA494847,10652688,0.17263495952251123,0.8308904243070933,early,dew,R3,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0003,SRR7969199,PRJNA494847,38735320,0.2916628601093823,0.2916628601093823,early,dew,R3,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0004,SRR7969199,PRJNA494847,30182616,0.2272641121370161,0.5189269722463984,early,dew,R3,High Moisture
Sphingomonas,Hemicellulose-Xylan,Otu0004,SRR7969199,PRJNA494847,23475368,0.1767609761065681,0.6956879483529665,early,dew,R3,High Moisture
Sphingomonas,Hemicellulose-Xylan,Otu0003,SRR7969199,PRJNA494847,15494128,0.11666514404375292,0.8123530923967195,early,dew,R3,High Moisture
Gammaproteobacteria unclassified,Hemicellulose-Xylan,Otu0001,SRR7969199,PRJNA494847,6558211.2,0.04938094317520506,0.8617340355719245,early,dew,R3,High Moisture
Sphingomonas,Hemicellulose-Xylan,Otu0005,SRR7969199,PRJNA494847,4104232,0.03090337303712607,0.8926374086090506,early,dew,R3,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0003,SRR7969199,PRJNA494847,20857480,0.28441948219796825,0.28441948219796825,early,dew,R3,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0004,SRR7969199,PRJNA494847,19529928,0.26631654490972073,0.550736027107689,early,dew,R3,High Moisture
Sphingomonas,Hemicellulose-Xyoglucan,Otu0004,SRR7969199,PRJNA494847,15189944,0.20713509048533835,0.7578711175930273,early,dew,R3,High Moisture
Sphingomonas,Hemicellulose-Xyoglucan,Otu0003,SRR7969199,PRJNA494847,8342992,0.1137677928791873,0.8716389104722146,early,dew,R3,High Moisture
Sphingomonadaceae unclassified,Pectin,Otu0003,SRR7969199,PRJNA494847,50653880,0.2952242584818781,0.2952242584818781,early,dew,R3,High Moisture
Sphingomonadaceae unclassified,Pectin,Otu0004,SRR7969199,PRJNA494847,40835304,0.2379989912575714,0.5332232497394496,early,dew,R3,High Moisture
Sphingomonas,Pectin,Otu0004,SRR7969199,PRJNA494847,31760792,0.18511032653366666,0.7183335762731162,early,dew,R3,High Moisture
Sphingomonas,Pectin,Otu0003,SRR7969199,PRJNA494847,20261552,0.11808970339275124,0.8364232796658674,early,dew,R3,High Moisture
Gammaproteobacteria unclassified,Pectin,Otu0001,SRR7969199,PRJNA494847,6558211.2,0.038222995720911174,0.8746462753867785,early,dew,R3,High Moisture
Gammaproteobacteria unclassified,Cellulose,Otu0001,SRR7969200,PRJNA494847,17135971.2,0.2112724575130688,0.2112724575130688,late,dew,R6,High Moisture
Pseudomonadaceae unclassified,Cellulose,Otu0001,SRR7969200,PRJNA494847,8567985.6,0.1056362287565344,0.3169086862696032,late,dew,R6,High Moisture
Sphingomonas,Cellulose,Otu0004,SRR7969200,PRJNA494847,7693608,0.09485587074879108,0.4117645570183943,late,dew,R6,High Moisture
Sphingomonas,Cellulose,Otu0003,SRR7969200,PRJNA494847,7151136,0.08816763631875017,0.49993219333714445,late,dew,R6,High Moisture
Sphingomonadaceae unclassified,Cellulose,Otu0004,SRR7969200,PRJNA494847,5129072,0.06323724716586072,0.5631694405030052,late,dew,R6,High Moisture
Sphingomonadaceae unclassified,Cellulose,Otu0003,SRR7969200,PRJNA494847,4767424,0.05877842421250011,0.6219478647155053,late,dew,R6,High Moisture
Sphingobacterium,Cellulose,Otu0027,SRR7969200,PRJNA494847,3204369,0.03950723921668909,0.6614551039321944,late,dew,R6,High Moisture
Stenotrophomonas,Cellulose,Otu0015,SRR7969200,PRJNA494847,2859024,0.035249418869754176,0.6967045228019486,late,dew,R6,High Moisture
Sphingobacterium,Cellulose,Otu0030,SRR7969200,PRJNA494847,2832060,0.03491697488523216,0.7316214976871808,late,dew,R6,High Moisture
Sphingomonadales unclassified,Cellulose,Otu0004,SRR7969200,PRJNA494847,2564536,0.03161862358293036,0.7632401212701111,late,dew,R6,High Moisture
Chryseobacterium,Cellulose,Otu0018,SRR7969200,PRJNA494847,2501842,0.030845658030133193,0.7940857793002443,late,dew,R6,High Moisture
Sphingomonadaceae unclassified,Cellulose,Otu0005,SRR7969200,PRJNA494847,1865560,0.023000823311262374,0.8170866026115067,late,dew,R6,High Moisture
Massilia,Cellulose,Otu0014,SRR7969200,PRJNA494847,1481976,0.01827154748575836,0.835358150097265,late,dew,R6,High Moisture
Rhizobiaceae unclassified,Cellulose,Otu0033,SRR7969200,PRJNA494847,1204645,0.014852283924288504,0.8502104340215535,late,dew,R6,High Moisture
Rhizobiaceae unclassified,Cellulose,Otu0010,SRR7969200,PRJNA494847,1204000,0.014844331603786476,0.86505476562534,late,dew,R6,High Moisture
Pseudomonadaceae unclassified,Cellulose,Otu0008,SRR7969200,PRJNA494847,1058610,0.013051792258375747,0.8781065578837157,late,dew,R6,High Moisture
Sphingomonas,Cellulose,Otu0005,SRR7969200,PRJNA494847,932780,0.011500411655631187,0.8896069695393469,late,dew,R6,High Moisture
Enterobacteriaceae unclassified,Cellulose,Otu0009,SRR7969200,PRJNA494847,838160,0.01033382473175222,0.8999407942710992,late,dew,R6,High Moisture
Gammaproteobacteria unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969200,PRJNA494847,15231974.4,0.39638020574269905,0.39638020574269905,late,dew,R6,High Moisture
Pseudomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969200,PRJNA494847,7615987.2,0.19819010287134953,0.5945703086140486,late,dew,R6,High Moisture
Sphingomonas,Hemicellulose-Galactomannan,Otu0004,SRR7969200,PRJNA494847,3550896,0.09240462530260865,0.6869749339166572,late,dew,R6,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0004,SRR7969200,PRJNA494847,2367264,0.061603083535072434,0.7485780174517297,late,dew,R6,High Moisture
Sphingobacterium,Hemicellulose-Galactomannan,Otu0030,SRR7969200,PRJNA494847,1416030,0.03684921258388106,0.7854272300356108,late,dew,R6,High Moisture
Sphingobacterium,Hemicellulose-Galactomannan,Otu0027,SRR7969200,PRJNA494847,1373301,0.03573727992391153,0.8211645099595223,late,dew,R6,High Moisture
Sphingomonadales unclassified,Hemicellulose-Galactomannan,Otu0004,SRR7969200,PRJNA494847,1183632,0.030801541767536217,0.8519660517270584,late,dew,R6,High Moisture
Rhizobiaceae unclassified,Hemicellulose-Galactomannan,Otu0033,SRR7969200,PRJNA494847,963716,0.025078688837445195,0.8770447405645037,late,dew,R6,High Moisture
Chryseobacterium,Hemicellulose-Galactomannan,Otu0018,SRR7969200,PRJNA494847,714812,0.018601483969625777,0.8956462245341295,late,dew,R6,High Moisture
Sphingomonas,Hemicellulose-Xylan,Otu0003,SRR7969200,PRJNA494847,23241192,0.1996188037258796,0.1996188037258796,late,dew,R6,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0003,SRR7969200,PRJNA494847,15494128,0.13307920248391972,0.3326980062097993,late,dew,R6,High Moisture
Sphingomonas,Hemicellulose-Xylan,Otu0004,SRR7969200,PRJNA494847,10060872,0.0864129186265144,0.41911092483631374,late,dew,R6,High Moisture
Massilia,Hemicellulose-Xylan,Otu0014,SRR7969200,PRJNA494847,7409880,0.06364352488255855,0.48275444971887227,late,dew,R6,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0004,SRR7969200,PRJNA494847,6707248,0.05760861241767627,0.5403630621365485,late,dew,R6,High Moisture
Stenotrophomonas,Hemicellulose-Xylan,Otu0015,SRR7969200,PRJNA494847,5718048,0.04911236486524264,0.5894754270017911,late,dew,R6,High Moisture
Sphingobacterium,Hemicellulose-Xylan,Otu0027,SRR7969200,PRJNA494847,5493204,0.047181177759824736,0.6366566047616159,late,dew,R6,High Moisture
Sphingobacterium,Hemicellulose-Xylan,Otu0030,SRR7969200,PRJNA494847,4248090,0.036486882597066096,0.673143487358682,late,dew,R6,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0005,SRR7969200,PRJNA494847,4104232,0.03525128496221167,0.7083947723208937,late,dew,R6,High Moisture
Gammaproteobacteria unclassified,Hemicellulose-Xylan,Otu0001,SRR7969200,PRJNA494847,3807993.6,0.032706890723496695,0.7411016630443904,late,dew,R6,High Moisture
Sphingomonadales unclassified,Hemicellulose-Xylan,Otu0004,SRR7969200,PRJNA494847,3353624,0.028804306208838136,0.7699059692532285,late,dew,R6,High Moisture
Chryseobacterium,Hemicellulose-Xylan,Otu0018,SRR7969200,PRJNA494847,3216654,0.02762786966692868,0.7975338389201572,late,dew,R6,High Moisture
Rhizobiaceae unclassified,Hemicellulose-Xylan,Otu0010,SRR7969200,PRJNA494847,2408000,0.0206823333059646,0.8182161722261218,late,dew,R6,High Moisture
Pseudomonadaceae unclassified,Hemicellulose-Xylan,Otu0008,SRR7969200,PRJNA494847,2117220,0.018184821313145503,0.8364009935392673,late,dew,R6,High Moisture
Sphingomonas,Hemicellulose-Xylan,Otu0005,SRR7969200,PRJNA494847,2052116,0.017625642481105836,0.8540266360203731,late,dew,R6,High Moisture
Pseudomonadaceae unclassified,Hemicellulose-Xylan,Otu0001,SRR7969200,PRJNA494847,1903996.8,0.016353445361748348,0.8703800813821214,late,dew,R6,High Moisture
Enterobacteriaceae unclassified,Hemicellulose-Xylan,Otu0009,SRR7969200,PRJNA494847,1676320,0.014397927312065855,0.8847780086941873,late,dew,R6,High Moisture
Flavobacterium,Hemicellulose-Xylan,Otu0066,SRR7969200,PRJNA494847,1220400,0.010482026398089369,0.8952600350922767,late,dew,R6,High Moisture
Sphingobacterium,Hemicellulose-Xyoglucan,Otu0027,SRR7969200,PRJNA494847,12817476,0.14953871437775745,0.14953871437775745,late,dew,R6,High Moisture
Sphingomonas,Hemicellulose-Xyoglucan,Otu0003,SRR7969200,PRJNA494847,12514488,0.14600381905266474,0.2955425334304222,late,dew,R6,High Moisture
Sphingobacterium,Hemicellulose-Xyoglucan,Otu0030,SRR7969200,PRJNA494847,8496180,0.09912309056182475,0.3946656239922469,late,dew,R6,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0003,SRR7969200,PRJNA494847,8342992,0.09733587936844317,0.4920015033606901,late,dew,R6,High Moisture
Sphingomonas,Hemicellulose-Xyoglucan,Otu0004,SRR7969200,PRJNA494847,6509976,0.07595047899212418,0.5679519823528143,late,dew,R6,High Moisture
Massilia,Hemicellulose-Xyoglucan,Otu0014,SRR7969200,PRJNA494847,5186916,0.06051462473777366,0.628466607090588,late,dew,R6,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0004,SRR7969200,PRJNA494847,4339984,0.050633652661416124,0.679100259752004,late,dew,R6,High Moisture
Stenotrophomonas,Hemicellulose-Xyoglucan,Otu0015,SRR7969200,PRJNA494847,2859024,0.03335561333098292,0.712455873082987,late,dew,R6,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0005,SRR7969200,PRJNA494847,2611784,0.030471117838831673,0.7429269909218187,late,dew,R6,High Moisture
Chryseobacterium,Hemicellulose-Xyoglucan,Otu0018,SRR7969200,PRJNA494847,2501842,0.02918844835412818,0.7721154392759468,late,dew,R6,High Moisture
Sphingomonadales unclassified,Hemicellulose-Xyoglucan,Otu0004,SRR7969200,PRJNA494847,2169992,0.025316826330708062,0.7974322656066549,late,dew,R6,High Moisture
Pedobacter,Hemicellulose-Xyoglucan,Otu0059,SRR7969200,PRJNA494847,1935752,0.022583999020881547,0.8200162646275364,late,dew,R6,High Moisture
Enterobacteriaceae unclassified,Hemicellulose-Xyoglucan,Otu0009,SRR7969200,PRJNA494847,1676320,0.019557262107276218,0.8395735267348127,late,dew,R6,High Moisture
Sphingomonas,Hemicellulose-Xyoglucan,Otu0005,SRR7969200,PRJNA494847,1305892,0.015235558919415837,0.8548090856542285,late,dew,R6,High Moisture
Rhizobiaceae unclassified,Hemicellulose-Xyoglucan,Otu0010,SRR7969200,PRJNA494847,1204000,0.014046807039921118,0.8688558926941496,late,dew,R6,High Moisture
Pseudomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0008,SRR7969200,PRJNA494847,1058610,0.012350573422367853,0.8812064661165174,late,dew,R6,High Moisture
Paracoccaceae unclassified,Hemicellulose-Xyoglucan,Otu0012,SRR7969200,PRJNA494847,917644,0.010705953653938017,0.8919124197704555,late,dew,R6,High Moisture
Sphingomonas,Pectin,Otu0003,SRR7969200,PRJNA494847,30392328,0.19613724260376939,0.19613724260376939,late,dew,R6,High Moisture
Sphingomonadaceae unclassified,Pectin,Otu0003,SRR7969200,PRJNA494847,20261552,0.13075816173584626,0.3268954043396156,late,dew,R6,High Moisture
Sphingomonas,Pectin,Otu0004,SRR7969200,PRJNA494847,13611768,0.08784370326887184,0.4147391076084875,late,dew,R6,High Moisture
Massilia,Pectin,Otu0014,SRR7969200,PRJNA494847,10373832,0.0669476455938073,0.48168675320229476,late,dew,R6,High Moisture
Sphingomonadaceae unclassified,Pectin,Otu0004,SRR7969200,PRJNA494847,9074512,0.05856246884591455,0.5402492220482094,late,dew,R6,High Moisture
Sphingobacterium,Pectin,Otu0030,SRR7969200,PRJNA494847,7788165,0.05026101350456555,0.5905102355527749,late,dew,R6,High Moisture
Stenotrophomonas,Pectin,Otu0015,SRR7969200,PRJNA494847,7147560,0.04612686167854591,0.6366370972313208,late,dew,R6,High Moisture
Sphingobacterium,Pectin,Otu0027,SRR7969200,PRJNA494847,6866505,0.04431306996374202,0.6809501671950628,late,dew,R6,High Moisture
Sphingomonadaceae unclassified,Pectin,Otu0005,SRR7969200,PRJNA494847,5223568,0.033710356905640344,0.7146605241007031,late,dew,R6,High Moisture
Chryseobacterium,Pectin,Otu0018,SRR7969200,PRJNA494847,4646278,0.02998480916929287,0.744645333269996,late,dew,R6,High Moisture
Sphingomonadales unclassified,Pectin,Otu0004,SRR7969200,PRJNA494847,4537256,0.029281234422957277,0.7739265676929533,late,dew,R6,High Moisture
Gammaproteobacteria unclassified,Pectin,Otu0001,SRR7969200,PRJNA494847,3807993.6,0.024574931033805675,0.798501498726759,late,dew,R6,High Moisture
Rhizobiaceae unclassified,Pectin,Otu0010,SRR7969200,PRJNA494847,3010000,0.019425070045221475,0.8179265687719804,late,dew,R6,High Moisture
Rhizobiaceae unclassified,Pectin,Otu0033,SRR7969200,PRJNA494847,2891148,0.018658057279435872,0.8365846260514164,late,dew,R6,High Moisture
Sphingomonas,Pectin,Otu0005,SRR7969200,PRJNA494847,2611784,0.016855178452820172,0.8534398045042365,late,dew,R6,High Moisture
Enterobacteriaceae unclassified,Pectin,Otu0009,SRR7969200,PRJNA494847,2514480,0.01622722595591644,0.8696670304601529,late,dew,R6,High Moisture
Pseudomonadaceae unclassified,Pectin,Otu0008,SRR7969200,PRJNA494847,2117220,0.013663503920645784,0.8833305343807987,late,dew,R6,High Moisture
Pseudomonadaceae unclassified,Pectin,Otu0001,SRR7969200,PRJNA494847,1903996.8,0.012287465516902837,0.8956179998977015,late,dew,R6,High Moisture
Gammaproteobacteria unclassified,Cellulose,Otu0001,SRR7969201,PRJNA494847,14279976,0.24685605450282724,0.24685605450282724,middle,dew,R5,High Moisture
Sphingomonadaceae unclassified,Cellulose,Otu0004,SRR7969201,PRJNA494847,5129072,0.08866558859629212,0.33552164309911936,middle,dew,R5,High Moisture
Sphingomonas,Cellulose,Otu0004,SRR7969201,PRJNA494847,5129072,0.08866558859629212,0.4241872316954115,middle,dew,R5,High Moisture
